nom_station;nbre_pdc;puissance_nominale;gratuit;consolidated_longitude;consolidated_latitude
PORT-LA-NOUVELLE - Place Paul Valery;2;22;TRUE;3.064333;43.013972
Volvo - Honda Aix;16;22.08;true;5.421182;43.511956
SARL GRARE;2;22;0;2.8505335;50.2733386
Metropolis - ePremium - Vincennes - Lejemptel;1;22.00;false;2.43712014;48.84624221
SAINT-RAPHAEL - PARKING DE LA CAPITAINERIE;2;22000;false;6.780578;43.413416
Parc commercial du Luc;3;22;false;1.1188091;44.1187252
SIGEIF - 2  BIS HAMEAU DU BEAU JAY - BELLOY-EN-FRANCE;2;24000;false;2.353092;49.079916
Carrefour Contact Salies du Salat;3;22;false;0.9610302;43.1013832
"Alba-La-Romaine; Parking le clos - Le clos";2;22;false;4.597261;44.553365
Montpellier - Avenue Jacques Cartier;2;50.0;false;3.89119291305542;43.60717010498047
Volvo - Saint Quentin;8;24.00;false;3.251817;49.851341
"Tallard; Rue du Château - Village";2;22;false;6.0547;44.4604
OuestCharge - Diva Sp - Missillac - Saint-Jean;2;22.00;false;-2.158828;47.480876
CASTRIES - Avenue De La Royale;2;22;TRUE;3.974736;43.671361
PIEGUT PLUVIERS - RUE DES ALLIES PLACE DU MARCHE;2;22000;false;0.68793;45.624321
LANNOY - Place Rapheleng;2;18;TRUE;3.211096;50.666527
LA TURBIE - Rue De L'Amendola;2;22.0;false;7.400442123413086;43.7394905090332
Aulnay-sous-Bois - Carrefour de l'Europe;8;225;false;2.486965;48.951196
INTERMARCHE SUPER LENTIGNY (42);3;22;false;3.9835107536895764;45.99285953988839
BANNALEC-PLACE YVES TANGUY;2;22000;false;-3.700252;47.93338
"Vichy; Place de l'Hotel de Ville";2;22;false;3.42901;46.12431
OuestCharge - Diva Sp - La Roche-sur-Yon - Reaumur;2;22;false;-1.44083;46.66913
Mazda - Brest - 22kW AC;1;22.00;true;-4.47419;48.427342
HARDIFORT - Contour De L'Eglise;2;22;TRUE;2.485827;50.821335
6 AVENUE DE PARIS -VERSAILLES;2;7;FALSE;2.130358;48.801996
PETR CIREY SUR VEZOUZE;2;22000;false;6.946;48.5813
OuestCharge - Quick Charger Evtronic - La Chataigneraie -  Terriers;2;50;false;-0.746495;46.646595
MONCEAU SAINT VAAST - La Place;2;22;TRUE;3.856558;50.170803
MONTBAZIN - Ancien Chemin de Poussan -  Cami de la Trape;2;22;TRUE;3.6962639;43.5134722
AUJAC - Parking Tennis;2;18;TRUE;4.012578;44.347197
BOIS DIEU LES LYS 8;1;22;0;4.7352;45.8414
Paris | Avenue RaphaÃ«l 20;6;3;False;2.267881;48.85926
TOULOUSE - Capitole;1;7.4;TRUE;1.44356;43.604301
ROQUEFORT PARKING INTERMARCHE;2;3;false;7.043364;43.668011
TARNOS - PARKING ESPACE BERTIN;2;22000;false;-1.491811;43.545513
JOSSE - ENTREE PARKING COVOITURAGE;4;50000;false;-1.224409;43.640213
LAMOTTE-DU-RHONE - Zone Artisanale;2;3.7;false;4.678859233856201;44.266143798828125
DOMMARTIN - PARKING MAIRIE;2;22000;false;4.71428;45.834577
BAILLEUL - Avenue De La Liberation;2;3.7;false;2.735218048095703;50.7296257019043
"Riorges; Parking Scarabée";2;22;false;4.0408092;46.0282332
BORDEAUX - P4 Gare Saint Jean Belcier;10;7;TRUE;-0.554875;44.823457
OuestCharge - Diva Sp - Clisson - Boutin;2;22;false;-1.279461;47.089987
LANVOLLON-RUE SAINT YVES;2;22000;false;-2.986308;48.632057
"Raucoules; Parking La Gare; lieu dit Oumey";2;22;false;4.29389;45.16762
"Tallard; Parking Aérodrome";2;50;false;6.03355;44.4554
Paris | Avenue Parmentier 4;3;22;False;2.379874;48.85895
"NoÃ©; Sainte-Marie";2;18;false;1.27554;43.3581
HOSTELLERIE LA CHAUMIERE;3;12;false;4.6451248;48.2690475
Hazebrouck - Rue André Biebuyck;1;50;false;2.538045;50.723262
LE PORT-MARLY - 28 Rue De Paris;2;22.0;false;2.1096408367156982;48.88491439819336
GABARRET - PARKING RUE ATTENSCHWILLER;2;22000;false;0.008552;43.98666
Mazda - Avignon - 22kW AC;1;22;false;4.842811;43.926543
Paris | Rue Charles Hermite 52;6;7;False;2.3649826;48.89905
SAINT PAUL CAP DE JOUX - Place De La Resistance;2;22;TRUE;1.975561;43.647542
VILLASAVARY - Rue Du Barry;2;22;TRUE;2.0388486;43.2204328
SAINT AUBAN - PARKING VILLAGE;2;22000;false;6.725537;43.848226
OuestCharge - Diva Sp - Mayenne - Volney;2;22.00;false;-0.611277;48.297358
PLACE VICTOR HUGO - COGOLIN;2;22;FALSE;6.534659;43.250675
Intermarché Reze;3;22;false;-1.5336486;47.1792294
GRABELS - Rue Louis Pasteur;2;3.7;false;3.8260159492492676;43.643863677978516
Paris | boulevard de Picpus 7;7;7;False;2.400428;48.840687
CASTRES - Place Soult - Parking Extèrieur;4;3.7;false;2.2472848892211914;43.60404968261719
Paris | Rue Ordener 110;3;4;False;2.34066;48.89311
OuestCharge - Diva Sp - Guerande - Flaubert (8);2;22;false;-2.416486;47.324248
OuestCharge - Diva Sp - Le Louroux-Beconnais - Noel Pinot;2;22.00;false;-0.88562;47.522113
TOULOUSE - B612 - 3 Rue Tarfaya;4;7.4;TRUE;1.488552;43.562917
SIEG63 - ePremium - Monnerie le Montel - Gare;2;25;false;3.6059;45.8691923
Logis Hôtel des Acacias Lille Tourcoing;4;12;false;3.1485441;50.7582304
CAMBRAI - Rue du Paon;2;22.0;false;3.2267251014709473;50.17513656616211
Mercedes Aubière - côté neuf;3;50.00;false;3.133805;45.750367
"Marseille-2E; 38 Rue de L'Evêché";2;22;false;5.366179;43.298904
Kia Salon-de-Provence;3;24.00;false;5.080653;43.635921
CAUX - Rue Pierre Pascal;2;22;false;3.367011070251465;43.5091667175293
OuestCharge - E-Twin - Fontenay-Le-Comte - Thivercay;2;22.00;false;-0.80692;46.46651
CAR AVENUE - BMW EPINAL CHAVELOT;2;43;false;6.43787095756094;48.21586889780601
CAMARET SUR MER-RUE DU LOCH;2;22000;false;-4.595497;48.275364
OuestCharge - Diva Sp - Teille - Romains;2;22.00;false;-1.277813;47.461336
Hyundai Chaumont;2;50.00;false;5.144798;48.102635
TOULOUSE - Avenue des Minimes;4;3.7;false;1.4340399503707886;43.624900817871094
PARIS - Sevres Babylone;7;3.7;false;2.3248159885406494;48.85166931152344
PLOUGRESCANT-RUE ST GONERY;2;22000;false;-3.228862;48.842125
Paris | Rue de Tolbiac 245;6;7;False;2.34245;48.826233
SIEG63 - ePremium - Vic le Comte - Gare;2;22;false;3.207466;45.663033
OuestCharge - Diva Sp - Petit-Mars - Ajoncs;2;22.00;false;-1.45349;47.398087
CAUTERET - Thermes;2;18;TRUE;-0.11261;42.8894
PORT LA NOUVELLE - Avenue Charles Palauqui;2;22;TRUE;3.037607;43.021985
REDENE-PLACE DE LEGLISE;2;22000;false;-3.461947;47.860291
Ambroise Avocat;1;7;false;-1.0936;49.1281
TOULOUSE - Capitole;1;7;TRUE;1.44356;43.604301
LALLAING - Place Jean Jaurès;2;22;TRUE;3.168918;50.390381
TOULOUSE - Place Paul Riché;2;22.0;false;1.432755947113037;43.647430419921875
COURBEVOIE - Rue Massenet;4;3.7;false;2.25608491897583;48.896240234375
"Renaison; Parking place du 11 novembre";2;22;false;3.925942;46.051708
SAINT VINCENT DE TYROSSE - AVENUE DE TOURREN;4;50000;false;-1.314985;43.661247
TRIE SUR BAISE - Rue de la monjoie;2;3.7;false;0.3683229982852936;43.31782150268555
Mas d'Agenais;1;50;false;0.187927;44.405262
ÉQUIHEN-PLAGE - Rue Charles Cazin;2;22.0;false;1.5713000297546387;50.67353057861328
AVENUE DE PARIS VERSAILLES;4;7;FALSE;2.130358;48.801996
LY904 - ANDREI SAKHAROV;2;7000;false;4.797656;45.786609
TOULOUSE - Marengo;4;3.7;false;1.4564440250396729;43.610111236572266
OuestCharge - Diva Sp - Cholet - Coignard;2;22;false;-0.876677;47.063467
Metropolis - Express - Sevran - Roger le Maner;1;100;false;2.528189;48.939106
MARTINVAST - Le Pont;2;22;false;-1.662814;49.6038954
SAINT-MARTIN-D'HARDINGHEM - Jonction rue de Saint Omer et D928;2;22;TRUE;2.100676;50.605919
CAMPING MIGNOT;3;22;false;-0.44;43.33
NOGENT SUR MARNE - Route De Stalingrad;2;7.4;false;2.47996187210083;48.84185028076172
Camping Arinella;1;22;false;9.445075;41.995246
COUSOLRE - D936;2;3.7;false;4.14950704574585;50.246952056884766
R3 - Norauto Petite Forêt;5;150;FALSE;3.478509;50.381036
AULNAY DE SAINTONGE - PLACE CHARLES DE GAULLE;3;43000;false;-0.345935;46.019559
BONNIERES-SUR-SEINE - Rue Des Caboches - Droite;2;22.0;false;1.5795910358428955;49.3225326538086
Bricormarché Ernée;3;100;false;-0.915173;48.2943225
METZ- Saint Thiebault;4;7;TRUE;6.178461;49.112532
Paris | Avenue des Ternes 73;5;7;False;2.2899947;48.879463
"Marseille-6E; Rue du Dr Fiolle";2;22;false;5.383678;43.285157
SAINTE COLOMBE - PARKING MAIRIE;2;22000;false;-0.06199;44.879169
APRR CHATEAUVILLAIN ORGES LP;1;22;false;4.960539;48.05761
BOULEVARD DE LA REINE - VERSAILLES;2;7;FALSE;2.12096;48.809898
STEENVOORDE - Rue De Godewaersvelde;2;22.0;false;2.588376998901367;50.80891036987305
LE CANNET PARKING VAL DAZUR;2;22000;false;7.021575;43.575086
Kia Dunkerque;3;22.08;false;2.3566;51.016701
OuestCharge - Diva Sp - Angers - Ney;2;22.00;false;-0.543489;47.480374
Tonton Michel;3;50;false;1.373207;43.7644619
MONTBLANC - Place Edouard Barthe;2;3.7;false;3.3659396171569824;43.3950309753418
LIDL ST SULPICE SUR RISLE;2;120;FALSE;0.6610584;48.7624117
"Publier; Cite De L'Eau";2;50;false;6.52835;46.3958
RENESCURE - Chemin Lateral Sncf;2;22;TRUE;2.371528;50.731996
Paris | Rue Monte Cristo 24;6;7;False;2.3984911;48.855225
Menetou Salon;2;18;false;2.4902011;47.2317681
MARCILLAC LA CROISILLE - PLACE DOCTEUR RAOUL PEUCH;2;22000;false;2.032484;45.272957
HAVERSKERQUE - Rue du Moulin;2;22.0;false;2.5496180057525635;50.626617431640625
Volkswagen Louvroil Maubeuge SLBA;3;24.00;false;3.959254;50.258427
CAMPUS HANAMI;1;7;false;2.1670266;48.8797456
LALBENQUE - Place de la Foun Priundo;4;36.0;false;1.5481590032577515;44.33614730834961
Hyundai Menton;2;22.08;false;7.493708;43.784795
OuestCharge - Quick Charger Evtronic - Craon - Murier;2;43.00;false;-0.947992;47.848493
Paris | Rue Saint-Maur 94;3;22;False;2.377939;48.865356
ARCUEIL - Avenue Laplace;4;3.7;false;2.328369617462158;48.80928039550781
TOULENNE - AVENUE DU 8 MAI 1945 - PARKING COMMERCES;2;22000;false;-0.260849;44.55788
QUI01 - PARKING ROUTE DE CHASSELAY;2;7000;false;4.777065;45.913791
FONTENAY-SAINT-PERE - Rue Pasteur;2;22.0;false;1.751315951347351;49.2738571166992
Metropolis - Citadine - Montreuil - Franklin (18);1;22.00;false;2.443715;48.86173
CANCON - JARDIN PUBLIC;2;50000;false;0.624025;44.536303
PREMIAN - Grand Rue;2;22;false;2.829751968383789;43.52354049682617
Groupe Strauss Five Guys Franconville;2;100;false;2.2088758;48.9892907
LA VALETTE DU VAR - Rn 98;6;43.0;false;6.0163140296936035;43.142784118652344
SDEA HAGUENAU;1;22;false;7.77905073;48.8214951
Chatellerault Blossac;2;18;false;0.5452;46.81861
FOULAYRONNES - ZAE FOULAYRONNES;2;22000;false;0.640469;44.245251
ESTAIRES - Rue de l’Ondine;2;22.0;false;2.7046821117401123;50.64661407470703
AIRE DE VAL DE MEUSE;1;54000;false;5.498871;47.975185
SIEG63 - ePremium - Saint Beauzire - Pont Neuf;2;22;false;3.182088;45.8528279
PONT-HEBERT - Rue des Juifs;2;22;false;-1.1278249;49.1642203
Paris | Rue des Plantes 56;3;7;False;2.3216963;48.82837
"Aix-En-Provence; Route de Sisteron";2;22;false;5.459641;43.556239
FLEURY - Avenue Alain Colas;2;22;TRUE;3.2327778;43.2166667
Chéneché;2;18;false;0.28073;46.73765
PIBRAC - Aire de covoiturage;2;3.7;false;1.28302001953125;43.604698181152344
SAINT-EGREVE - Parking  Karben;4;7.4;TRUE;5.6692959;45.2427324
"Thônes; Parking Clos";4;44;false;6.3274777;45.88239121
CANNES PARKING LORRAINE;2;22000;false;7.025539;43.553686
"Équemauville; Chemin de la Plane";2;22;false;0.203363;49.383171
R3 - Norauto Englos;5;150;FALSE;2.965283;50.63337
Autobernard Siège;12;200.00;false;5.249901;46.22013
"Chamonix-Mont-Blanc; Tunnel du Mont-Blanc";2;44;false;6.86026;45.9015
SAINTE LIVRADE SUR LOT - FAUBOURG GARDETTE;2;22000;false;0.591341;44.398441
ROUEN - Parking Vieux Marche;4;22;TRUE;1.088335;49.443482
MONTREUIL LE GAST - PLACE DE L EGLISE;2;22000;false;-1.72638;48.246593
"Saint-Just-Saint-Rambert; Parking place Jean Monnet";2;22;false;4.2404883;45.5004988
Paris | boulevard Haussmann 6;5;7;False;2.338776;48.87232
CLAPIERS - Avenue De L'Europe;4;22;TRUE;3.900593;43.661101
BRAX - Place Du Vidalet;2;22.0;false;1.2427480220794678;43.6163330078125
RELAIS  CARQUEFOU;2;50;False;-1.489418;47.265314
"Marseille-13E; 45 Avenue de Saint-Jérôme";2;22;false;5.418971;43.329629
GUILERS - Route De Brest;2;22.0;false;-4.528482913970947;48.41102981567383
CUSSET - Rue Ampère;2;3.7;false;3.445019006729126;46.14066696166992
SALON DE PROVENCE - Emperi;2;7;TRUE;5.098836;43.638995
"Marseille-10E; 1 Rue Alfred Curtel";2;22;false;5.4082;43.280252
SAINT GERVASY - Avenue Saint Didier;2;18;TRUE;4.466064;43.876556
NANTERRE - Rue de suresnes;2;7.4;false;2.2117011547088623;48.88545227050781
"Vars; Office de Tourisme";2;22;false;6.689987;44.594376
Pont-scorff - Rue Théophile Guyomar;2;18;false;-3.399863;47.833423
OuestCharge - Diva Sp - Thouarce - Ponts;2;22;false;-0.505148;47.265862
CCTLB FLIN;2;22000;false;6.655137;48.497517
OuestCharge - Diva Sp - Heric - Saint-Jean;2;22;false;-1.651239;47.412831
PUYOO - PLACE DE LA MAIRIE;2;22000;false;-0.915612;43.526646
Gratens;2;18;false;1.11114;43.3222
ENGHIEN-LES-BAINS - Front du Lac;1;7;TRUE;2.3034584;48.9669484
DAMMARTIN-EN-SERVE - Allee Des Tournesol;2;22.0;false;1.622527837753296;48.9010124206543
POMPIDOU - CLAMART;6;7;FALSE;2.23637;48.784747
LE BOIS PLAGE EN RE - RUE DES BARGOTTES PARKING LAZZATE;2;50000;false;-1.392039;46.183592
CAPPELLE BROUCK - Route De Bourbourg;2;22.0;false;2.218332052230835;50.90695571899414
Volvo Périgueux;8;50.00;false;0.791762;45.198121
"La Crau; 02 Place du Maréchal De Lattre Tassigny";2;22;false;6.072607;43.150988
VAL SERVICES;4;22;false;2.025665;49.614061
PLELO-RUE DES ECOLES PARKING EN FACE LA POSTE;2;22000;false;-2.947672;48.556736
CORME ROYAL - RESIDENCE DES ORMEAUX;3;50000;false;-0.813299;45.740856
LILLE - Rue des Templiers - Euratechnologies;5;7;false;3.0222322940826416;50.633480072021484
SAINT-RAPHAEL - PARKING XV CORPS;2;22000;false;6.775273;43.429654
CHATEAUNEUF-GRASSE PARKING PLACE DES PINS;2;22000;false;6.972588;43.680862
CARENTAN - bd des Fortifications;2;22;false;-1.2421829;49.3034833
CHAUDEYRAC - Parking N88;2;18;false;3.754887104034424;44.659786224365234
SIGEIF - 1 RUE FRANCOIS TRUFFAUT PARKING DE LA PISCINE - HERBLAY;1;22000;false;2.14247;49.0004
LA SUZE SUR SARTHE - Route De Foulletourte;2;11;TRUE;0.028486;47.88172
Paris | Avenue Ledru Rollin 155;7;3;False;2.378338;48.855328
Passy - Decathlon Mountain Store;6;225;false;6.691718;45.916657
CORA FORBACH;3;100;false;6.887084;49.175883
OuestCharge - Quick Charger Evtronic - Cholet -  Nantes;2;50.00;false;-0.897598;47.0604
Mazda - Alençon - 22kW AC;1;22;true;0.071825;48.432196
Wormhout -Place de Gaulle;2;22;false;2.46799;50.880845
Chasse-sur-Rhône - Kyriad Direct;4;150;false;4.790077;45.585027
Carrefour Market Bourg Achard;6;90;false;0.8145334;49.35674
CASTELGINEST - Rue De L'Eglise;2;22;false;1.427901029586792;43.6933708190918
Paris | Boulevard Voltaire  8;2;7;False;2.3664377;48.865765
Paris | Rue Clovis  20;3;7;False;2.348415;48.846325
LA FARIGOULETTE CIEL A VILLAGE;1;11.04;false;6.076252915345508;43.7342593961128
LYON - Rue de Gerland;4;7.4;false;4.840013027191162;45.73562240600586
CENTRE E. LECLERC TEMPLEUVE (59);3;22;false;3.1744977;50.5230474
"Aubagne; Avenue des Soeurs Gastine";2;22;false;5.56348;43.29134
"Marseille-12E; Avenue Jean Compadieu";2;22;false;5.43225;43.32013
BAREGES - Parking Tournaboup;2;3.7;false;0.10110999643802643;42.903141021728516
MAINE DE BOIXE - PLACE DE LA MAIRIE;2;22000;false;0.177472;45.852036
CAEN - Rue Claude Bloch;2;0;false;0.3588884;49.2103887
"Saint-Firmin; Parking sous la poste";2;22;false;6.027689;44.780812
Boeseghem - Mairie;2;22;false;2.435338;50.662605
VALLAURIS PARKING STADE;2;3;false;7.053818;43.575954
ST JORY - Place De La République;2;3.7;false;1.3703279495239258;43.74264907836914
IBIS 4;1;22;FALSE;3.065306;44.116006
NOEUX LES MINES - rue Nationale;2;50;TRUE;2.663045;50.480327
NANTERRE - Rue Pablo Neruda;4;3.7;false;2.2166969776153564;48.895748138427734
"Roanne; Parking place du champ de foire";2;22;false;4.071512;46.045819
HMV / SAINT DIE 2;8;22;false;6.9630213737653;48.28993400965
"Châteauneuf-De-Galaure; ZI des Aires";2;22;false;4.960262;45.229445
camping zuydcootebeach;4;22;false;2.4900939;51.0677071
LANNEMEZAN - Rue Voltaire;1;22;TRUE;0.385003;43.125791
CHERBOURG OCTEVILLE - Cité de la Mer;2;22;false;-1.617731;49.643581
BERNIS - Bld Charles Mourier;2;18;TRUE;4.28713;43.76627
GRENOBLE - Rue Commandant Gilot - Dumont;1;22;TRUE;5.72151;45.1814
Epinal_halle_des_sports;2;25;false;6.45;48.16
"Serrières; Quai Jules Roche Sud";2;50;false;4.76676;45.317
Intermarche Bailleul;3;45;false;2.7455022;50.7306136
IZIVIA | DEAUVILLE - GARE - PLACE LOUIS ARMAND;2;24000;false;0.08352;49.36012
"Marseille-8E; Avenue André Zénatti";2;22;false;5.381914;43.247392
"Hyères; Avenue des Monocotyledones";2;22;false;6.109689;43.12475
Camping La Plage Fleurie;2;22;false;4.353438;44.409231
"Bonson; Place François mitterand";2;50;false;4.21674;45.52367
VALENCIENNES - Avenue Desandrouin;2;18;TRUE;3.501478;50.358608
GUIPAVAS - Boulevard De L'Europe;4;22.0;false;-4.443874835968018;48.418701171875
Electro Depôt Marseille (Imocom);4;22;false;5.4894969;43.2895759
ARRAS - Boulevard Crespel;2;22;TRUE;2.764971;50.288586
"Carnoux-En-Provence; Place du Maréchal Lyautey";2;22;false;5.566859;43.255951
ARRAS - Boulevard Schuman;2;22.0;false;2.781572103500366;50.29727554321289
OuestCharge - Diva Sp - Le Gavre - Etang;2;22.00;false;-1.75007;47.519053
Le Temps Des Cerises;4;22;false;0.58;44.16
"Nevache; Office de Tourisme";2;22;false;6.607755;45.019741
PLOUGUIEL-PLACE ANCIENS COMBATTANTS;2;22000;false;-3.238562;48.797573
"LE NAYRAC - Le Bourg; Derrière station Serice";2;3.7;false;2.663496971130371;44.61246109008789
FONTAINE-DE-VAUCLUSE - Place De Verdun;4;3.7;false;5.125678062438965;43.92152404785156
Garonne;2;50;false;1.003932;44.040551
VILLEBON - CENTRE JACQUES BREL;2;22000;false;2.233518;48.697381
JUILLAN - Aeroport;6;18.0;false;0.0031399999279528856;43.18702697753906
"Roussillon; Place de la République";2;22;false;4.80239;45.3621
BON ENCONTRE - PARKING TORTIS;2;22000;false;0.676419;44.18615
MOUGINS PARKING DU MOULIN DE LA CROIX;2;3;false;6.997377;43.60107
Castanet-Tolosan;2;18;false;1.49984;43.5146
LUMBRES - Rue des Écoles;2;3.7;false;2.124872922897339;50.70684814453125
LY104 - PLACE TOLOZAN;1;7000;false;4.837599;45.769459
COURCHELETTES - Rue Emile Macra (MAIRIE);2;22;TRUE;3.0618479;50.3432691
SAINT PAUL LES DAX - RUE ANDRE FOURCADE;4;43000;false;-1.052096;43.723057
BALMA - Place Du 12 Mars 1962;2;22;TRUE;1.497512;43.609383
SETE - RUE DUBLIN;2;22;false;3.7080790996551514;43.42041015625
VENDEVILLE - Rue de Seclin;2;18.0;false;3.0806241035461426;50.576416015625
Paris | Avenue de Friedland 42;4;7;False;2.2976358;48.874165
PEROLS - Rue De Georges Barnoyer;2;3.7;TRUE;3.9573183;43.5651867
CA EPINAL ZAC REFFYE 1;1;22;false;6.432864;48.181061
Paris 13 - Indigo Parking Porte d'Italie;4;150;false;2.35992;48.816784
"Laval; Parkinng de la mairie - RD 59";2;22;false;5.932438;45.252998
DAX - PLACE CAMILLE BOUVET;2;22000;false;-1.055476;43.708969
PARIS - Haussmann C&A;8;7;false;2.3293700218200684;48.87290954589844
"Saint-Germain; Place du Champ des Pauvres";2;22;false;4.451231;44.555261
RELAIS DE FALAISES DE WIDEHEM OUEST;2;50;False;1.6374;50.5766
COLOMIERS - Parking du Quercy;2;7;TRUE;1.3329034;43.6117119
OuestCharge - Diva Sp - La Barre-De-Monts - Querruy;2;22.00;false;-2.11937;46.88493
Intermarché Agen;3;24;false;0.620046;44.18304699999999
CAHORS - Parking bessière;4;50.0;false;1.4378249645233154;44.45244598388672
LA BREDE - PARKING DE LA BREDINIERE;2;22000;false;-0.531089;44.679783
OuestCharge - Pulse 50 - Aigrefeuille-Sur-Maine - Filee;1;50;false;-1.410933;47.081675
Les Viviers - Lège Cap Ferret;6;22.08;false;-1.195649;44.735584
CANNES PARKING PICAUD;2;22000;false;7.002274;43.550552
Lorient - Cours Louis de Chazelles;2;18;false;-3.362195;47.753665
INTERPARKING | PARKING MENTON HOTEL DE VILLE;4;22;false;7.5039817;43.7759834
Mer et Soleil - St Georges d'Oléron;4;22.08;false;-1.366432;45.960114
SAINT JEAN DANGELY - AV ARISTIDE BRIAND;3;50000;false;-0.510211;45.940547
OuestCharge - Diva Sp - Le Lion-d'Angers - Foire;2;22.00;false;-0.711688;47.626205
Paris | Avenue Dutuit 3;3;22;False;2.315463;48.8655
BANYULS SUR MER - Rue Saint Sebastien;2;22.0;false;3.126338005065918;42.48154067993164
Volvo Niort;6;22.08;false;-0.475358;46.316454
"Montélimar; France";28;250;0;4.7955284;44.67524367
MGN - PARKING THIERS TAXI 1;2;22000;false;6.175381;48.689914
SETE - Parking piscine Fonquerne;2;22;false;3.6613070964813232;43.398155212402344
SIEG63 - ePremium - Clermont Ferrand - Bughes;2;25;false;3.085003;45.78558
GALAN - Centre;2;18.0;false;0.40721800923347473;43.22220230102539
LA FOUILLADE - Rue Du Levant;2;3.7;false;2.0329079627990723;44.23704147338867
"Feuguerolles-Bully; Rue Henri Rosel";2;22;false;-0.403748;49.113762
Boudrac;2;18;false;0.52673;43.1917
Volvo Epinal;2;50.00;false;6.478951;48.175486
OuestCharge - Diva Sp - Andreze - Mairie;2;22;false;-0.954205;47.171404
"Sevrier; Chemin de la Tournette";2;22;false;6.14032;45.8646
COIGNIERES - Avenue De La Gare;4;3.7;false;1.9204670190811157;48.744232177734375
OuestCharge - Diva Sp - Ambrieres-Les-Vallees - Château;2;22.00;false;-0.6299366;48.4030159
SAINT-OMER - Boulevard Vauban;4;22;TRUE;2.25171;50.746395
Intermarché - Morlaix - 22kW AC;1;22.00;false;-3.8293749;48.5750142
LOURDES - Rue Ampère ZI de SAUX;2;3.7;false;0.029471000656485558;43.126502990722656
CASTILLONNES - PLACE JASMIN;2;22000;false;0.591389;44.651669
PLOUHINEC-PLACE JEAN MOULIN;2;22000;false;-4.486453;48.014278
MEAUX - Centre-Ville - Grand Cerf;4;7;false;2.881035804748535;48.958152770996094
Nissan Salon de Provence;2;22.08;false;5.061954;43.823964
Bmw Mondeville;10;50.00;false;-0.31711;49.168472
COLOMIERS - 20 Boulevard Victor Hugo;4;22;TRUE;1.310817;43.615688
SIEG63 - ePremium - Besse et Saint Anastaise - Gazelle;2;22;false;2.93237;45.51016
MELGVEN-AIRE DE COVOITURAGE DE KERAMPAOU;2;22000;false;-3.80166;47.889305
"La Salle-Les-Alpes; Parking entre les Eaux";2;44;false;6.56418479;44.94441185
OuestCharge - Diva Sp - Chateau-Thebaud - Prieure;2;22.00;false;-1.422498;47.124176
BRIVE - POLE D’ECHANGES MULTIMODAL;2;22000;false;1.478655;45.148654
TORREILLES - Bvd De La Plage;2;3.7;false;3.0280189514160156;42.76749038696289
STATION CIEL;1;22.08;false;4.925962686538696;45.746076812151216
CAVES - Rue De La Mairie;2;22.0;false;2.9782049655914307;42.93159103393555
Paris | Rue de Chevaleret 131;7;3;False;2.372548;48.83186
DOUAI - Rue Geoges Guymener;2;3.7;false;3.0596330165863037;50.37196350097656
GRASSE PARKING PLACE FREDERIC MISTRAL;2;3;false;6.912976;43.639542
VIC BIGORRE - Place de Verdun;2;3.7;false;0.05567999929189682;43.3832893371582
OuestCharge - Quick Charger Evtronic - Laval - Palindrome;2;3.7;false;-0.740993;48.054082
BREST - Rue Fernand Forest;2;7;false;-4.457451820373535;48.43014907836914
"Loriol-Sur-Drôme; Rue du Real Pkg Champ de Mars";2;22;false;4.819175;44.752224
Ibis Mont Saint Michel;2;22;false;-1.5438988;48.5689511
LES MUREAUX - Rue Descartes;2;22.0;false;1.8927689790725708;48.982730865478516
"Labastide-De-Virac; Sous la Vielle";2;22;false;4.399957;44.351686
PARIS - Fremicourt;2;3.7;false;2.2971699237823486;48.84740447998047
CODOLET - Parking Du Stade;2;18;TRUE;4.701286;44.127256
SAINT POL DE LEON-PLACE DU MARCHE;2;22000;false;-3.98622;48.686703
SAINT ALBAN (PARKING PERSONNEL) - Rue De Fenouillet Centre Commercial Hexagone;4;7.0;false;1.4071639776229858;43.69046401977539
SAINT MARTIN DONEY - PARKING PLACE;4;50000;false;-0.641041;43.928139
Volvo Vénissieux;12;50.00;false;4.871656;45.719143
Paris | Rue Paul PainlevÃ© 7;5;7;False;2.3444285;48.849903
"Sampzon; Place de la Mairie";2;22;false;4.343681;44.424621
Cora Wittenheim (68);3;43;false;7.3134694;47.809464
SAINT SULPICE LAURIERE - PLACE DU 8 MAI 1945;2;22000;false;1.480057;46.048822
Paris | Rue Gerbert 11;5;7;False;2.2986453;48.839577
OuestCharge - Diva Sp - Saint-Gereon - Maitres;2;22;false;-1.196869;47.369918
SAINT DIONISY - Parking Chemin D'Azord;2;18;TRUE;4.231953;43.807424
OuestCharge - ePremium - Beaupreau - Bocage;2;22;false;-0.899778;47.251778
"Creully sur Seulles; Route de Tierceville";2;22;false;-0.538061;49.286358
SAINT PAUL CAP DE JOUX - Place De La Resistance;2;18;false;1.9755610227584839;43.64754104614258
Paris | Rue Caulaincourt 103;3;22;False;2.33891;48.889732
Bmw Mini Calais;7;22.08;false;1.808772;50.937767
"Romans-Sur-Isère; Place Sabaton";2;22;false;5.05141;45.0423
"Grentheville; Rue Urbain Cardon";2;22;false;-0.288273;49.149944
"MAGALAS - Place De La Mairie; Rue De La Promenade";2;3.7;false;3.2231719493865967;43.47156524658203
SIGEIF - 25 AVENUE DES MARAIS PARKING DE LA PISCINE ET DE LA PATINOIRE - FRANCONVILLE;1;22000;false;2.2229;48.9911
