nom_station;nbre_pdc;puissance_nominale;gratuit;consolidated_longitude;consolidated_latitude
"Costaros; Place de la Mairie";2;44;false;3.849828;44.894145
Camping le Valserine;1;12;false;5.86;46.22
TOULOUSE - Contre Allée Jules Guesdes;4;3.7;false;1.4484540224075317;43.594539642333984
CLAIRAC - PARKING TIVOLI;2;22000;false;0.376292;44.360611
"Annecy Cran-Gevrier; Allée Jean Mermoz";2;22;false;6.09222;45.9064
SAINT PAULET DE CAISSON - Avenue De L'Ecole;2;3.7;false;4.596218109130859;44.259334564208984
TOULOUSE  - Jean Jaures;4;22.0;false;1.4509530067443848;43.60687255859375
OuestCharge - Diva Sp - Change - Mairie;2;22.00;false;-0.78852;48.09876
MAUGUIO - Avenue des Comtes de Melguiel - CARNON PLAGE;2;22;false;3.9795119762420654;43.54777145385742
OuestCharge - Diva Sp - Brissac-Quince - Gaulle;2;22.00;false;-0.447423;47.357032
SIEG63 - ePremium - Rochefort Montagne - Eglise;2;25;false;2.805213;45.683975
Verrieres;2;18;false;0.59284;46.41083
LA GARENNE-COLOMBES - Liberté;4;3.7;false;2.2460899353027344;48.909793853759766
CASTRES - Centre Technique Municipal de la Poudrerie - Route de Toulouse;2;43;false;2.2192230224609375;43.593223571777344
ARBIN - Lieu Dit Les Iles - Route Des Jardins;2;22.0;false;6.074438095092773;45.50756072998047
OuestCharge - Diva Sp - La Baule-Escoublac - Joffre (42);2;22;false;-2.388422;47.28544
LE CANNET PARKING DES MOULIERES;2;22000;false;7.016371;43.577526
SIGEIF - RUE DU DOCTEUR DEMIRLEAU - MONTMORENCY;2;24000;false;2.319999;48.988914
CANISY - Rue Jean Follain;2;22;false;-1.1732257;49.0762621
VENDARGUES - Avenue Des Bigos;2;22;TRUE;3.958693;43.653251
900005;2;22.0;false;1.341375;49.164969
"Chatuzange-Le-Goubet; 9 Rue du Mont du Matin";2;22;false;5.0923;45.0034
Autobernard - Renault Morteau;9;22.08;false;6.605826;47.064026
GAILLAC Salle des Fêtes - Rue Philippe Noiret;2;43.0;false;1.8934990167617798;43.90058135986328
ABZAC - RUE DU CHEMINOT;2;22000;false;-0.128961;45.015847
PARC DU FUTUROSCOPE;2;7;true;0.366939;46.666345
SAINT BRIEUC-QUAI ARMEZ;2;22000;false;-2.751509;48.52273
Paris | Rue La Fayette 143;5;3;False;2.3560476;48.879135
SAINT LAURENT DE CERDANS - Place Gabriel Péri;2;22.0;false;2.61163592338562;42.38531494140625
"Caen; Boulevard Georges Pompidou";2;22;false;-0.402715;49.182137
Group Strauss Supermarché Match Fournes-en-Weppe;3;22;false;2.8994428;50.5831699
"La Penne-Sur-Huveaune; Boulevard Voltaire";2;22;false;5.517073;43.281395
"Fierville-les-Parcs; Route de la vallée de la Touques";2;22;false;0.220548;49.251003
VIVIERS LES MONTAGNES - Place Du 8 Mai 1945;2;22.0;false;2.1761410236358643;43.5535888671875
Mr Bricolage Les Touches (44);3;60;false;-1.483338;47.442061
DINARD - PARKING DU COSEC;2;22000;false;-2.066189;48.623768
LA BARTHE DE NESTE - Rue Du Stade;2;3.7;false;0.3808700144290924;43.78548431396484
LIDL DIVES SUR MER;4;22;FALSE;-0.1096503;49.2859075
"Villars; Parking rue de l'arsenal";2;22;false;4.3524202;45.466474
Availles en Chatellerault;2;18;false;0.57998;46.75684
OuestCharge - Diva Sp - Pouzauges - Tassigny;2;22.00;false;-0.83792;46.781986
LEVALLOIS PERRET - Rue Voltaire;2;7.4;TRUE;2.282189;48.891209
Lanta;2;18;false;1.65462;43.5613
ByMyCar Bmw Chennevières;12;22.08;false;2.547393;48.796465
Paris | Rue Jules LefÃ¨bvre 1;7;3;False;2.3283632;48.880447
ASNIERES-SUR-SEINE - Rue de Colombes;4;3.7;false;2.2865540981292725;48.91197967529297
RELAIS COMMUNAY NORD;2;50;False;4.826339;45.590873
BERGERAC - RUE CANDILLAC MAIRIE;2;22000;false;0.48543;44.849667
SIGEIF - 3  RUE PAUL GAUGUIN - MITRY-MORY;2;22000;false;2.642232;48.974569
PLURIEN-RUE DE MONTANGUE DEVANT SALLE DES FETES;2;22000;false;-2.408021;48.624866
Bmw Motos Tours;4;22.08;false;0.702191;47.331152
CHATELAUDREN-18 RUE PASTEUR;2;22000;false;-2.972857;48.541696
OuestCharge - Diva Sp - Angers - Dumesnil;2;22.00;false;-0.566538;47.473302
Btwin Lille - Parking usine;4;22.08;false;3.083747;50.61786
Paris | Boulevard de Clichy 2;5;7;False;2.3395;48.8823
LE GRAU DU ROI - Parking Quai 19 Mars 1962;2;22.0;false;4.135980129241943;43.5400276184082
Bmw Motos Tours;4;20.00;false;0.702191;47.331152
SOSPEL - Route De Menton;2;3.7;false;7.449385166168213;43.876102447509766
MAURS - Rue du 8 mai 1945 - Parking centre vétérinaire;4;43;TRUE;2.196963;44.709529
147-151 AVENUE DE FLANDRE Campanile Paris 19 7;4;22;0;2.38001;48.8935
SIGEIF - ROND-POINT DU SOUVENIR FRANCAIS - VAUCRESSON;2;22000;false;2.164518;48.840307
Hyundai Besançon;2;50.00;false;5.992903;47.2428
Paris | Rue Saint Roch 3;4;7;False;2.3314855;48.864292
SENS - Boulevard Du Président Kennedy;2;43;TRUE;3.285967;48.190865
PLOUMAGOAR-LA CHESNAYE RAPIDE;1;50000;false;-3.147928;48.551281
IZIVIA | MARSEILLE 09 - BOULEVARD ROMAIN ROLLAND;2;7000;false;5.410341;43.272064
MAROILLES - Place de la mairie;2;22;TRUE;3.75963;50.13415
"Bagnols-En-Foret; 4 Montée de derrière le Château";2;22;false;6.698561;43.536849
TOULOUSE - Barrière de Lombez;4;22;false;1.4191889762878418;43.59550857543945
Parking HOTEL DU PORGE;2;22;false;-1.0903127000000001;44.868051799999996
SIGEIF - RUE JEAN JAURES - MEUDON;2;22000;false;2.240595;48.80806
ESTAING - Rue François D'Estaing;2;3.7;false;2.6721599102020264;44.553409576416016
MONTIGNY-EN-OSTREVENT - Rue du Maréchal Leclerc;2;22;TRUE;3.188948;50.36174
"Val d'Arry; Place de l'Église";2;22;false;-0.567159;49.121574
BRUNOY - Hameau De Lachambaudie;2;7.4;TRUE;2.5069588;48.6972583
OuestCharge - Diva Sp - Les Sables-d'Olonne - Nicot;2;22;false;-1.78418;46.49939
SAINT LAURENT D'AIGOUZE - Parking Lotissement D'Aoû Fare;2;3.7;false;4.193630218505859;43.63185119628906
MARTILLAC - RUE  JACQUES MONOD  - TECHNOPOLE;2;22000;false;-0.584632;44.709854
LUZENAC - Rue Principale;2;22.0;false;1.7608660459518433;42.761573791503906
LAISSAC - Foirail;1;50;TRUE;2.823456;44.38407
BORDEAUX - P3 Gare Saint Jean Belcier;6;7;false;0.5550959706306458;44.82374572753906
TARBES - Rue de la Fonderie;2;3.7;false;0.0737299993634224;43.241390228271484
Langonnet - Place Morvan Leiz Breizh;2;18;false;-3.491434;48.103788
MGN - PARKING GARE DE HOUDEMONT;2;22000;false;6.180104;48.645809
MASSY - BOUGAINVILLE;2;22000;false;2.272193;48.725075
"Valenciennes; France";10;150;0;3.456667;50.336526
LY404 - BOULEVARD DES CANUTS;1;7000;false;4.828562;45.777419
LY712 - GERLAND;1;7000;false;4.830579;45.726871
Camping Arinella;2;22;false;9.445071;41.995246
MONT DE MARSAN - PARKING POLE DECHANGE MULTIMODAL;4;50000;false;-0.503016;43.884914
OLEMPS - La Crouzette Parking Relais;2;3.7;false;2.555500030517578;44.337669372558594
Paris | Rue Miollis 21;7;7;False;2.3038075;48.845806
Camping Sunelia Interlude;2;22;false;-1.377925;46.17418428
"Marseille-11E; Traverse des Migauds";2;22;false;5.50964;43.30106
ARQUES - Rue Aristide Briand;2;22;TRUE;2.30126;50.737629
LAVAUR - Allée Jean Jaures;2;18;TRUE;1.815544;43.699099
"CD24; ROUTE DE LIESSE; Intermarché Super 0282";3;22;0;3.8572651;49.5318369
FRONTIGNAN - Avenue des Jardiniers - Parking ancienne Caserne;2;22;false;3.7569806575775146;43.4508171081543
OuestCharge - ePremium - Brissac-Loire-Aubance - Layon;2;22;false;-0.408917;47.318639
SuperU - Evron - 7.4kW;1;10000;false;-0.412921;48.147118
BOURG SUR COLAGNE (CHIRAC) - Place De La Liberté;2;18.0;false;3.264575958251953;44.52479553222656
"Villefontaine; Rue Serge Mauroit";2;50;false;5.155459;45.613229
SEQUEDIN - Rue de Carpentras;2;3.7;false;2.9850881099700928;50.624000549316406
EPONE - Avenue Du Professeur Emile Sergent;2;22;TRUE;1.813077;48.957637
Iteuil;2;18;false;0.31542;46.48522
LMP VERSAILLES;1;7;false;2.153461;48.7958883
LACROUZETTE - Place Du Théron;2;18.0;false;2.348051071166992;43.66283416748047
PONTONX SUR ADOUR - RUE DE BALUHEC PARKING DES ARENES;4;43000;false;-0.922969;43.787643
CASTRES - Place Du 1er Mai;2;22;TRUE;2.248724;43.601771
SIGEIF - RUE WOLFENBUTTEL  SEVRES;1;7000;false;2.213824;48.814263
"Uvernet-Fours; Parking Office Du Tourisme";2;22;false;6.601126;44.370105
FROMELLES - Rue de Verdun;2;18;TRUE;2.854173;50.606152
LMS Charge;6;22;False;0.398171;46.698981
BLANZAC - ETANG DE ROUFFIGNAC;3;50000;false;1.081701;46.131688
BOUGIVAL - Rue Du Général Leclerc;4;3.7;false;2.13761305809021;48.86701965332031
"Saint-Simeon-De-Bressieux; Rue de la Cote";2;22;false;5.26696;45.3291
OuestCharge - Diva Sp - La Roche-sur-Yon - Vendee;2;22;false;-1.431739;46.669009
PLATEAU - VENTABREN;1;22;FALSE;5.294772;43.535968
SAINT AUBIN LES ELBEUF - Rue Pierre Saint Georges;2;22;TRUE;1.009074;49.302889
VILLERS-SIRE-NICOLE -  Grand Place;2;22;TRUE;4.012432;50.339687
Système U Saumur;3;22;false;-0.0701539;47.252345
MONTBLANC - Place Edouard Barthe;2;22;TRUE;3.3659397;43.3950303
SEMEAC - Rue Théophile Gauthier;2;18;TRUE;0.10567;43.22874
YCHOUX - YCHOUX- PARKING DE COVOITURAGE PLACE FRANCK LAHARY;4;50000;false;-0.946732;44.327576
Intermarché Rouen Jardin des plantes;3;22;false;1.0815557;49.421463
NARBONNE - Rue Léon Auge;4;22.0;false;2.9998726844787598;43.18597412109375
Intermarché Thizy-les-Bourgs;2;22;false;4.289598;46.034904
SAINT CIRQ SOUILLAGUET - Salle Des Fêtes;2;22;TRUE;1.456872;44.705464
COURNONTERRAL - Rue Piscine Poséïdon;2;3.7;false;3.727598;43.553366
"Mezilhac; Le Village";2;22;false;4.35146;44.808
9 ALLEE DE LONGCHAMP 54600 VILLIERS-LES-NANCY;5;22;0;6.1381254;48.6566337
SAINT-MANDÉ - Chaussée de l'Étang;4;7.4;false;2.4200034141540527;48.84378433227539
DOUAI - Place Robert Schumann;2;3.7;false;3.0837349891662598;50.36812210083008
Montmorillon pole emploi;2;18;false;0.87701;46.43351
Kia Dunkerque;3;24.00;false;2.3566;51.016701
RELAIS IVRY SUR SEINE STADE;1;50;False;2.376323;48.805832
FLOURENS - Rue Du College;2;22;TRUE;1.56264;43.594656
Arneke - Rue de la mairie;2;22.0;false;2.4111814498901367;50.831050872802734
CAR AVENUE - KIA METZ;2;43;false;6.16706109596188;49.14217184031736
REVEL - Rue Padouvenc De Castres;2;3.7;false;2.005774974822998;43.46194839477539
ROUEN - Parking Hotel de Ville;2;22;TRUE;1.098763;49.443311
TARBES -  HARAS - Rue du régiment de Bigorre;2;22.0;false;0.07012499868869781;43.23002624511719
VILLENEUVE DE LA RAHO - Rue San Vicens;2;22;TRUE;2.91469;42.637473
Général Automobile - Volvo Nantes;14;200.00;false;-1.631036;47.25612
Super U Pouilly en auxois;3;22;false;4.5417565;47.2702585
"Moulins; Rue Pierre Ardillon";2;50;false;3.3296;46.56562
"Champier; Route du 16 Mai 1944";2;44;false;5.29093;45.4559
SAINT JEAN DE VEDAS - Rond Point De L'Europe;2;22;TRUE;3.838346;43.57106
GIGEAN - Parc De La Mairie;2;43;TRUE;3.7125278;43.4996082
TARBES -  HARAS - Rue du régiment de Bigorre;2;22;TRUE;0.070125;43.230026
"Cruas; Place René Cassin";2;22;false;4.765453;44.657171
GESTEL - Rue de Quéven;2;22;false;-3.442704;47.803108
SAINT-SATURNIN-LES-APT - Piscine Extérieure;4;22.0;false;5.3822407722473145;43.941463470458984
VIL13 - GRANDCLEMENT;2;24000;false;4.888936;45.760216
LANNION URSULINES;1;10000;false;-3.453745;48.731562
OuestCharge - Diva Sp - Bouchemaine - Plessis;2;22.00;false;-0.620562;47.409902
OuestCharge - Diva Sp - Saint-Nazaire - Gare Nord;2;22.00;false;-2.210336;47.287378
SIGEIF - 121 AVENUE DE LA RESISTANCE - LE RAINCY;2;24000;false;2.516052;48.898465
SAINT-RAPHAEL - RUE LEON ISNARD;2;22000;false;6.770057;43.426121
RELAIS GIRONDE MERIGNAC;2;175;False;-0.667119;44.85025
RELAIS DE GERGOVIE;2;175;False;3.12959;45.7547
COOLWORK - VILLENEUVE-LOUBET;4;7;FALSE;7.130067;43.641297
Volvo Avon;9;22.08;false;2.729357;48.417908
Mazda - Château-Thierry - 22kW AC;1;21;false;3.4088906;49.0256943
LEZAN - Allée De La Gare;2;18.0;false;4.051490783691406;44.1708984375
VAUX SUR MER;2;43000;false;-1.060593;45.64539
JOUARS-PONTCHARTRAIN - Rue Du Grand Commun;2;22.0;false;1.8924460411071777;48.78067398071289
HOUILLES - Rue De La Marne;2;3.7;false;2.1854166984558105;48.9241828918457
Bailleul - rue du collège;2;22.0;false;2.732645273208618;50.74009704589844
NEVERS - Saint-Arigle;2;7.4;TRUE;3.1633665;46.9893537
Intermarché Tulle;3;22;false;1.7757099;45.2737487
FOLLIGNY - Le Repas;2;22;false;-1.4147694;48.8358569
"Scionzier; Place du 18 Août";2;22;false;6.5491808;46.0568649
Paris | bis Rue Valette 2;7;7;False;2.3469365;48.848
le relais;1;22;false;5.56;46.74
PRADES - Rue De L'Agriculture;2;3.7;false;2.42543888092041;42.61918640136719
900033;2;22.0;false;1.197021;49.271924
Metropolis - Citadine - Neuilly-sur-Marne - François Mitterrand;1;22.00;false;2.529547;48.856893
Camping Fréjus 5 étoiles - Le Domaine du Colombier;2;7.36;false;6.729168891906738;43.446937038436744
CAMBRAI - Place Maurice Schumann;2;22;TRUE;3.2415;50.176065
CONDAT SUR VEZERE - PLACE DES ECOLES;2;22000;false;1.232004;45.118351
"SAUVE - Route De Quissac;Parking Du Cimetière";2;18;TRUE;3.951828;43.941808
"Orcières; Merlette - Casse Blanche";2;22;false;6.326756;44.695058
BESANCON - Rue Louis Garnier;2;0;false;5.96818;47.2155506
WARNING Lille;2;22;false;3.03287;50.568861
PEROLS - Rue Alfred Sauvy;2;22;TRUE;3.934513;43.582498
Station service K9;4;100;false;6.034961;43.145508
AIRE DES JARDINS DE VILLANDRY;1;54000;false;0.509783;47.309481
Boulanger - Lesquin - Le Hub;38;11.04;false;3.097802;50.585558
TREGOUREZ - RUE DE LA MAIRIE;2;22000;false;-3.862684;48.106586
RUE DES CHANTIERS - VERSAILLES;2;7;FALSE;2.136693;48.79661
Bmw Bourgoin-jallieu;9;22.08;false;5.24938;45.592118
"Gardanne; Parking de la Cité Administrative";2;22;false;5.47019;43.451656
PUILAURENS - Avenue Du Languedoc;2;18;TRUE;2.308334;42.81
Hyundai Les Andelys;2;50.00;false;1.407891;49.24471
FLINS-SUR-SEINE - Place Charles De Gaulle;2;3.7;false;1.8703060150146484;48.96446228027344
SAINT MARS LA BRIERE - Allée De La Foret;2;11;TRUE;0.3800002;48.02726
CAHORS - Allées des soupirs;4;43;TRUE;1.4340811;44.4427582
RELAIS VOREPPE;6;175;False;5.623604;45.278781
Paris | Rue Darmesteter 12;7;7;False;2.3753989;48.82315
CCTLB MAGNIERES;2;22000;false;6.566207;48.444874
SIGEIF - 3 RUE CHARLES DE GAULLE - DEUIL-LA-BARRE;2;22000;false;2.325135;48.975383
"Unieux; Parking rue Marechal Leclerc";2;22;false;4.263238;45.396748
MAGALAS - ZAE l'Audacieuse;2;43;false;3.2074551582336426;43.46829605102539
Parking Salle Polyvalente;4;22;false;2.792899;48.034992
RIEULAY - Rue Suzanne Lanoy;2;22.0;false;3.254499912261963;50.38008499145508
SAINT-MARTIN-DENTRAUNES - PARKING VILLAGE;2;22000;false;6.761461;44.142858
RUE DES FILLES - AVIGNON;2;22;FALSE;4.876649;43.925813
MEXIMIEUX - Rue Des Stades;4;22.0;false;5.192074775695801;45.90044403076172
"La Bastide; Rue Des Bailes";2;22;false;6.625908;43.738191
LY320 - PART-DIEU EST;2;50000;false;4.863127;45.758517
Paris | Rue RÃ©aumur 116;6;7;False;2.34525;48.86781
VILLEFRANCHE DE PANAT - Rue du Centre / RD 25 Place des Porcs;2;22;TRUE;2.704459;44.087296
Paris | Rue de Rome  73;6;7;False;2.32056;48.881832
MONTBAZENS - Place Du Portail-Haut  Face Au N°58 Avenue Planhol;2;3.7;false;2.2274229526519775;44.47418975830078
SAINT-YVI - PLACE DE LA MAIRIE;2;22000;false;-3.937679;47.966953
"Condé-en-Normandie; Rue Saint-Martin";2;22;false;-0.554104;48.844807
SAINT-MARCEL-SUR-AUDE - Parking Avenue De Saint Pons;2;18;TRUE;2.9180261;43.2476819
Nissan Périgueux;2;22.08;false;0.747182;45.180267
DOUAI - Place Robert Schumann;2;22;TRUE;3.083735;50.368122
SAINT-OMER -Rue des carmes;2;22;TRUE;2.253589;50.751528
SIGEIF - 4  AVENUE JEAN LURCAT - FONTENAY-LE-FLEURY;2;24000;false;2.046263;48.811175
FREJUS - BOULEVARD HONORE DE BALZAC;2;22000;false;6.721648;43.386678
BIGANOS - RUE DE LA RESISTANCE;2;22000;false;-0.965469;44.639351
Volvo Besançon;4;22.08;false;5.953668;47.215704
Garage Marcotte;2;50;false;1.8455834166546037;50.666256180641085
AVESNES LE COMTE - Avenue Francois Mitterrand;2;22.0;false;2.548168897628784;50.28275680541992
Parking Commissariat;4;22;false;2.729438;48.000162
SANEF PHALENPIN OUEST;1;63;false;3.046084;50.531584
GAITE - SS05;1;22000;false;2.322582;48.837734
NANTEUIL;5;11;false;2.8847469775400896;48.93616199443869
Les Charmettes - Les Mathes;12;24.00;false;-1.162367;45.716782
SIGEIF - 705  AVENUE ROGER SALENGRO - CHAVILLE;2;22000;false;2.192191;48.813019
TOULOUSE - Boulevard Delacourtie;4;22;TRUE;1.4484;43.5842
ASNIERES-SUR-SEINE - Rue Émile Zola;6;22;false;2.285568952560425;48.923309326171875
IRIS CONSEIL;1;22;false;1.4414807;48.448042
SIGEIF - PLACE CHARLES DE GAULLE - VILLE-DAVRAY;2;22000;false;2.189425;48.82634
Bmw Valence;4;22.08;false;4.885882;44.902157
CANNES PARKING BROUSAILLES HOPITAL;2;3;false;7.005574;43.562817
Volvo Le Mans;14;22.08;false;0.173237;47.974003
VALRAS PLAGE - Avenue du Casino - Parking du Ponant;2;22;false;3.2815499305725098;43.24220657348633
GRASSE - PARKING PLASCASSIER;2;22000;false;6.97701;43.643076
"Rians; Rue du Lavoir Neuf";2;22;false;5.752095;43.606096
SIEG63 - ePremium - Clermont Ferrand - République;2;25;false;3.10163;45.785758
METZ - Place Saint Simplice;2;3.4;false;6.1791911125183105;49.11676025390625
BETHUNE - Avenue du Maréchal juin;6;22;TRUE;2.639003;50.522021
PLOURIN LES MORLAIX-RUE GUILLAUME LEZACH;2;22000;false;-3.790468;48.534348
STATION LUMIIN;1;22.08;false;4.992544651031494;44.077613830566406
LE ROURET PARKING MAIRIE;2;3;false;7.005572;43.674377
LE PASSAGE - PLACETTE RICARD;2;22000;false;0.604511;44.192799
Metropolis - Citadine - Saint-Ouen-sur-Seine - Dulcie September;1;2.30;false;2.32102156;48.90586201
OLIVET - Rue Du Général De Gaulle;4;0;false;1.896748;47.865057
LY906 - PLACE JEAN MONNET - LECLAIR;2;24000;false;4.806765;45.770418
SIGEIF - 2  RUE MARCEL MONGE - SURESNES;2;24000;false;2.224059;48.861252
Renault Strasbourg Hautepierre;5;22.08;false;7.690003;48.590384
MONTRABE - Allée de Longueterre;6;4;false;1.5159845352172852;43.64775085449219
OuestCharge - Diva Sp - Le Temple-De-Bretagne - Girard;2;22.00;false;-1.792024;47.3281
"Marseille-16E; 148 Plage de L'Estaque";2;22;false;5.309551;43.362236
SIGEIF - PLACE DE LA REPUBLIQUE - VAIRES-SUR-MARNE;2;24000;false;2.640961;48.869794
HOUILLES - Rue De L'Abbe Gregoire;2;22;TRUE;2.1898694;48.9254972
ALLOUE - RUE EMILE BELLY;2;22000;false;0.512917;46.026398
BYMYCAR RENAULT - SAINT-DIE;2;22;false;6.94251;48.284472
VIL01 - GRATTE-CIEL - DEDIEU;2;24000;false;4.875101;45.76973
Longages;2;18;false;1.24848;43.3581
SIGEIF - 97  BOULEVARD DE VANVES - CHATILLON;1;7000;false;2.282812;48.809693
OuestCharge - Diva Sp - Trelaze - Buisson;2;22.00;false;-0.482769;47.441977
COLOMIERS - Zac Des Marots - Chemin D'El Pey;4;22.0;false;1.315621018409729;43.60308837890625
La Boucherie Gauchy;3;120;false;3.2959096;49.8192019
Village Maurin - Nissan;6;22.08;false;2.903535;42.661424
LANGOIRAN - PLACE DE L’EGLISE;2;22000;false;-0.400987;44.708023
MGN - RUELLE MATHIEU DE DOMBASLE;2;22000;false;6.186692;48.669613
NIMES - Université - Site Vauban - Rue du Docteur Georges Salan;5;22.0;false;4.357024;43.843226
"Valence; Lautagne Labo";2;22;false;4.904457;44.904052
CORNEILLA DEL VERCOL - Rue Saint Christophe;2;50;TRUE;2.951113;42.626217
Hôtel des Persèdes;2;12;false;4.4457879;44.5894889
TOULOUGES - Boulevard De Clairfont;2;22.0;false;2.834739923477173;42.66337966918945
SIGEIF - 12  RUE AUGUSTE SIMON - MAISONS-ALFORT;2;22000;false;2.427408;48.802789
"Lapalisse; Pasteur";2;22;false;3.64484;46.2505
La trinité-porhoët - Rue du Stade;2;18;false;-2.545212;48.097286
PONT DE L'ARN - Place Du Moulin;2;18;TRUE;2.40572;43.504266
Cora Amphion (74);3;50;false;6.5246229;46.3913181
AIRE DE VAL NEUVY;1;50000;false;1.855781;48.270983
THUIR - Impasse Pierre Semard;2;22.0;false;2.758636951446533;42.634403228759766
"Barreme; Parking PROXI";2;22;false;6.37018;43.954
VAYRES - PARKING DU GESTAS;2;22000;false;-0.316924;44.897648
Kia La Seyne-sur-Mer;3;22.08;false;5.855174;43.107996
OuestCharge - Diva Sp - Tillieres - Sports;2;22.00;false;-1.1648;47.140958
GAUCHIN LEGAL - rue de Caucourt (D73);2;50;TRUE;2.580124;50.415294
"Équemauville; Place de la Paix";2;22;false;0.206739;49.391857
Paris | Boulevard Jourdan 26;7;7;False;2.3370783;48.82076
SIGEIF - PARKING - RUE DU GENERAL DE GAULLE - CHENNEVIERES-SUR-MARNE;2;22000;false;2.531936;48.798856
900017;2;22.0;false;1.556744;49.419466
Paris | Rue d'Aubervilliers 126;7;3;False;2.3691;48.8917
OuestCharge - Diva Sp - Loireauxence - Deux Provinces;2;22;false;-1.028215;47.468655
CONFOLENS - PARKING DU LYCEE;4;4000;false;0.673057;46.004187
SEGUS - Parking Mairie;2;18.0;false;0.07573000341653824;43.7032012939453
Dechy - CC Le Parc du Luc;4;300;false;3.106779;50.342703
LE PETIT QUEVILLY - Avenue Jean Jaurès;2;22;TRUE;1.062432;49.426669
OuestCharge - Pulse 50 - Saint-Brevin-Les-Pins - Poincare;1;50;false;-2.163872;47.264783
SOORTS HOSSEGOR - AVENUE DES CHARPENTIERS;4;43000;false;-1.390726;43.670666
FR*QOV*62-00001;5;22;0;1.912604;50.948618
"La Cadiere-D'Azur; 105-142 Avenue Henri Jansoulin";2;22;false;5.754467;43.197869
Plaudren - Rue Georges Cadoudal;2;18;false;-2.689778;47.778166
CHEVILLY-LARUE - Rue de la Provence;2;3.7;false;2.3598039150238037;48.77233123779297
R3 - Norauto V2;5;22;FALSE;3.129024;50.615268
SAINT FELIU - Place De France;2;22.0;false;2.7347629070281982;42.68245315551758
"Riorges; Parc Beaulieu";2;24;false;4.042694;46.03628
METZ - Place de la Préfecture;1;36.0;false;6.1752119064331055;49.1220588684082
MAZAMET LA MOLIERE - La Molière Haute;2;36;TRUE;2.384266;43.50005
BOE - RUE RIGOULET;2;22000;false;0.630348;44.179935
QUIMPER-PLACE DE LA RESISTANCE ET DU GENERAL DE GAULLE;2;22000;false;-4.104504;47.993977
LESTRADE ET THOUELS - R.D. 44;2;3.7;false;2.6600260734558105;44.5922317504883
Paris | Rue de Charenton  251;5;7;False;2.3922555;48.83641
BALARUC LE VIEUX - Avenue De Montpellier;2;22;TRUE;3.6865222;43.4607611
Paris | Rue FrÃ©dÃ©ric LoliÃ©e 5;6;7;False;2.4062;48.8495
LOURDES - Gare;2;18;false;0.04228999838232994;43.9965133666992
BOUSSOIS - Rue du Ponceau;2;22;TRUE;4.03865;50.290192
Nissan La Ravoire;2;24.00;false;5.967089;45.563922
Intermarché Reze;3;50;false;-1.5336486;47.1792294
CHAPONNAY - PARKING 19 MARS 1962;2;22000;false;4.935313;45.627002
TINCQUES - Route de Penin;2;4.0;false;2.4872899055480957;50.352783203125
Metropolis - Proximité - Neuilly-Plaisance - Stalingrad;1;7.00;false;2.5111992;48.8729732
OuestCharge - Diva Sp - Saint-Andre-Des-Eaux - Parvis;2;22.00;false;-2.30994;47.313832
LA GARENNE-COLOMBES - 31 BOULEVARD NATIONAL;1;3000;false;2.239232;48.903313
CHALAIS - AVENUE DE LA GARE;2;22000;false;0.043452;45.271091
Volvo Poitiers;7;50.00;false;0.314263;46.581344
Volvo Lisieux;6;22.08;false;0.218875;49.168748
TRIE SUR BAISE - Rue de l’Abreuvoir;2;18.0;false;0.3730199933052063;43.321510314941406
OuestCharge - Diva Sp - Fougerolles-Du-Plessis - Rassemblement;2;22.00;false;-0.972928;48.474519
GRUISSAN - Avenue De La Mer;2;18.0;false;3.0883333683013916;43.10555648803711
Carrefour Contact - AUCHY LES  Hesdin 62140;2;22;false;2.102055;50.399946
SAINT PAUL CAP DE JOUX - Place De La Resistance;2;3.7;false;1.9755610227584839;43.64754104614258
CANNES PARKING LATOUR MAUBOURG;2;3;false;7.030538;43.54903
SIEG63 - ePremium - Riom - Cornet;2;25;false;3.118337;45.887632
BASSAN - Rue Du Chemin Neuf;2;22;false;3.2553694248199463;43.41050338745117
PEYRESTORTES - Rue De L'Europe;2;3.7;false;2.8569281101226807;42.75495910644531
SAINT JANS CAPPEL - Chemin Haut;2;22;TRUE;2.719626;50.763358
CC CHAMNORD 1;3;150000;false;5.899208;45.59193
Mar Estang - Canet en Roussillon;6;22.08;false;3.031454;42.675068
LEZAT SUR LEZE - Boulodrome Boulevard Pasteur;2;22;TRUE;1.347894;43.277538
Terranae Orange;2;22;false;4.8452275;44.1149238
Marmagne;2;18;false;2.2839464;47.10178
Saint-jean-brévelay - Rue des Genêts;2;18;false;-2.723187;47.844376
OuestCharge - Diva Sp - Chaille-Les-Marais - 8 Mai;2;22.00;false;-1.02199;46.39301
LE POUJOL SUR ORB - Rue Du Pont Suspendu;2;22;TRUE;3.0622861;43.5787417
Groupe Strauss Five Guys Franconville;1;22;false;2.2088758;48.9892907
OuestCharge - Quick Charger Evtronic - Corze - Nationale;2;43.00;false;-0.359873;47.57017
"Aouste-Sur-Sye; Parking de la Mairie";2;22;false;5.056612;44.714312
LONS - MAIL DE COUBERTIN;2;22000;false;-0.392011;43.324577
"Saint-Julien-En-Genevois; Grand Rue";2;22;false;6.0797251;46.1411537
PETR EINVILLE;2;22000;false;6.4859;48.6548
Paris | Rue Monge 112;6;3;False;2.3507414;48.839275
RUE VAUBAN - VERSAILLES;2;7;FALSE;2.153577;48.799674
